budget,original_language,popularity,runtime,vote_average,vote_count,release_year,release_month,release_day,release_season,director,hit,primary_genre
100000000,en,20.652943,121.0,5.5,482,1999,11,24,Fall,Peter Hyams,1,Action
100000000,en,52.792678,143.0,7.3,2281,2006,12,7,Winter,Edward Zwick,0,Drama
100000000,en,95.007934,180.0,7.9,6571,2013,12,25,Winter,Martin Scorsese,1,Crime
100000000,en,48.205606,121.0,5.2,1498,1995,5,31,Spring,Joel Schumacher,1,Action
105000000,en,58.782359,129.0,6.7,1560,1997,11,6,Fall,Paul Verhoeven,0,Adventure
102000000,en,73.872343,172.0,6.6,2977,2012,10,26,Fall,Tom Tykwer,0,Drama
80000000,en,37.321848,97.0,6.5,703,2010,7,10,Summer,Zack Snyder,0,Animation
100000000,en,32.271938,104.0,4.2,808,2004,7,22,Summer,Pitof,0,Action
100000000,en,76.842247,99.0,5.6,1680,2014,7,23,Summer,Brett Ratner,1,Action
140000000,en,38.924136,95.0,7.2,948,2002,11,26,Fall,Ron Clements,0,Adventure
100000000,en,19.38841,102.0,5.3,381,2009,6,5,Summer,Brad Silberling,0,Adventure
90000000,en,61.025639,127.0,6.1,1795,2014,8,4,Summer,Patrick Hughes,1,Action
105000000,en,33.507289,114.0,5.5,783,2015,12,3,Winter,Ericson Core,0,Action
100000000,en,50.767332,122.0,6.5,1276,2015,11,20,Fall,Ron Howard,0,Thriller
100000000,en,12.092241,95.0,4.4,142,2002,8,15,Summer,Ron Underwood,0,Action
100000000,en,30.254021,115.0,6.4,717,2010,3,11,Spring,Paul Greengrass,0,War
99000000,en,34.308098,88.0,6.5,604,2015,11,5,Fall,Steve Martino,1,Animation
10000000,en,3.091077,110.0,7.1,73,1997,9,8,Fall,David Mamet,0,Crime
98000000,en,41.862983,130.0,6.0,2206,2001,4,28,Spring,Stephen Sommers,1,Adventure
100000000,en,46.160048,167.0,7.1,1910,2002,12,14,Winter,Martin Scorsese,0,Drama
94000000,zh,12.516546,145.0,7.1,187,2011,12,15,Winter,Zhang Yimou,0,Drama
85000000,en,23.230851,85.0,5.9,601,2007,6,8,Summer,Ash Brannon,0,Animation
90000000,en,19.224754,93.0,5.4,334,2004,6,10,Summer,Frank Oz,0,Action
92000000,en,44.455166,144.0,7.2,1811,2001,12,28,Winter,Ridley Scott,0,Action
90000000,en,109.528572,126.0,7.3,3885,1997,5,7,Spring,Luc Besson,1,Adventure
100000000,en,18.325897,146.0,5.4,426,2010,5,26,Spring,Michael Patrick King,1,Comedy
95000000,en,37.054554,89.0,7.0,858,2000,3,31,Spring,Don Michael Paul,0,Adventure
95000000,en,65.229868,88.0,6.2,2672,2012,6,26,Summer,Steve Martino,1,Animation
95000000,en,101.187052,105.0,6.7,2374,2015,3,12,Spring,Kenneth Branagh,1,Romance
65000000,en,29.257137,136.0,6.6,1065,2009,12,26,Winter,Peter Jackson,0,Fantasy
94000000,en,85.688789,100.0,7.6,6122,2003,5,30,Spring,Andrew Stanton,1,Animation
94000000,en,123.630332,201.0,8.1,8064,2003,12,1,Winter,Peter Jackson,1,Adventure
79000000,en,106.914973,179.0,8.0,7487,2002,12,18,Winter,Peter Jackson,1,Adventure
95000000,en,63.628459,102.0,5.2,957,2014,12,12,Winter,Sergei Bodrov,0,Adventure
115000000,en,41.498631,100.0,5.7,2192,2001,6,11,Summer,Simon West,1,Adventure
100000000,en,58.991388,119.0,5.9,2295,2014,4,16,Spring,Wally Pfister,0,Thriller
93000000,en,1.859364,92.0,5.7,2077,2001,7,18,Summer,Joe Johnston,1,Adventure
93000000,en,138.433168,105.0,7.0,4347,2011,8,3,Summer,Rupert Wyatt,1,Thriller
90000000,en,21.436682,95.0,6.3,572,2008,2,14,Winter,Mark Waters,0,Adventure
92000000,en,65.402595,98.0,5.2,3493,2013,2,6,Winter,John Moore,1,Action
145000000,en,10.660441,137.0,5.8,106,2004,4,7,Spring,John Lee Hancock,0,Western
92000000,en,77.817571,115.0,7.4,5152,2004,11,5,Fall,Brad Bird,1,Action
98000000,en,7.029308,119.0,5.7,136,1995,12,22,Winter,Renny Harlin,0,Action
95000000,en,61.121717,118.0,6.0,2010,2010,2,1,Winter,Chris Columbus,1,Adventure
90000000,en,104.121555,98.0,6.9,4412,1997,7,2,Summer,Barry Sonnenfeld,1,Action
90000000,en,73.575118,92.0,7.3,3806,1999,10,30,Fall,John Lasseter,1,Animation
100000000,en,37.698465,98.0,6.3,1165,2010,11,4,Fall,Tony Scott,0,Action
90000000,en,35.814765,90.0,6.4,1054,2001,8,3,Summer,Brett Ratner,1,Action
100000000,en,15.835672,130.0,6.3,488,2000,7,21,Summer,Robert Zemeckis,0,Drama
100000000,en,46.781182,90.0,6.5,1747,2009,9,17,Fall,Phil Lord,1,Animation
90000000,en,69.457898,94.0,6.5,2271,2009,6,29,Summer,Carlos Saldanha,1,Animation
90000000,en,43.348022,114.0,7.0,3144,2013,12,18,Winter,Ben Stiller,1,Adventure
92000000,en,40.20395,98.0,5.6,1232,2000,11,2,Fall,McG,1,Action
90000000,en,63.429157,151.0,7.9,4339,2006,10,5,Fall,Martin Scorsese,1,Drama
90000000,en,67.427755,88.0,7.6,2008,1998,6,18,Summer,Tony Bancroft,1,Animation
92000000,en,43.192048,107.0,6.5,1667,2008,8,9,Summer,Ben Stiller,1,Action
90000000,en,47.651083,158.0,7.2,2434,2011,12,14,Winter,David Fincher,1,Thriller
90000000,en,51.881077,128.0,6.9,2066,1995,5,19,Spring,John McTiernan,1,Action
90000000,en,57.834787,128.0,7.0,5766,2009,12,23,Winter,Guy Ritchie,1,Action
100000000,en,29.608322,125.0,5.3,621,2016,8,17,Summer,Timur Bekmambetov,0,Drama
120000000,en,51.548589,95.0,6.7,1224,2001,6,2,Summer,Gary Trousdale,0,Animation
75000000,en,38.832842,121.0,6.7,1173,2008,12,25,Winter,Bryan Singer,1,Drama
90000000,en,40.597344,113.0,5.5,1048,2008,6,5,Summer,Dennis Dugan,1,Comedy
88000000,en,140.849495,105.0,5.6,2513,2015,7,16,Summer,Chris Columbus,1,Action
100000000,en,34.035114,146.0,6.8,1974,2001,6,29,Summer,Steven Spielberg,1,Drama
90000000,en,16.302378,99.0,5.2,466,2003,11,25,Fall,Rob Minkoff,1,Thriller
90000000,en,55.249434,150.0,7.2,1308,1997,7,11,Summer,Robert Zemeckis,0,Drama
95000000,en,28.200874,112.0,5.6,634,2000,8,4,Summer,Paul Verhoeven,1,Action
80000000,en,18.69984,128.0,6.2,392,2005,4,8,Spring,Sydney Pollack,1,Crime
90000000,en,40.262261,106.0,5.9,1648,2013,8,7,Summer,Thor Freudenthal,0,Adventure
95000000,en,56.811056,117.0,5.5,1418,2003,7,21,Summer,Jan de Bont,0,Action
90000000,en,51.535701,129.0,6.7,3235,2016,6,2,Summer,Jon M. Chu,1,Action
68000000,en,20.913852,116.0,5.9,302,1997,4,3,Spring,Phillip Noyce,0,Thriller
92000000,en,27.166757,126.0,6.8,579,2001,11,18,Fall,Tony Scott,0,Action
90000000,en,16.058284,114.0,5.7,369,2000,3,10,Spring,Brian De Palma,0,Science Fiction
90000000,en,46.200042,96.0,6.5,2166,2011,4,3,Spring,Carlos Saldanha,1,Animation
100000000,en,24.939295,131.0,6.9,963,1999,12,17,Winter,Chris Columbus,0,Comedy
90000000,en,15.350451,107.0,5.9,290,1997,3,12,Spring,Alan J. Pakula,0,Crime
100000000,en,15.625949,138.0,6.1,264,2002,7,19,Summer,Kathryn Bigelow,0,Drama
20000000,en,31.802807,129.0,6.6,650,1982,4,2,Spring,John Milius,1,Adventure
88000000,en,24.100863,144.0,7.3,616,2005,6,2,Summer,Ron Howard,0,Romance
90000000,en,3.593349,110.0,5.4,50,2010,11,24,Fall,Andrei Konchalovsky,0,Fantasy
87000000,en,14.824166,141.0,6.7,216,2003,7,22,Summer,Gary Ross,0,Drama
92000000,en,32.079995,113.0,6.1,950,1996,5,10,Spring,Jan de Bont,1,Action
90000000,en,57.739713,143.0,7.5,3218,2000,12,22,Winter,Robert Zemeckis,1,Adventure
100000000,en,37.272385,108.0,5.9,1410,2006,11,16,Fall,George Miller,1,Animation
75000000,en,53.213931,108.0,7.2,2825,2004,7,23,Summer,Paul Greengrass,1,Action
85000000,en,36.38795,124.0,6.2,840,1997,7,25,Summer,Wolfgang Petersen,1,Action
85000000,en,60.929352,116.0,7.2,3783,2001,12,7,Winter,Steven Soderbergh,1,Thriller
75000000,en,36.605246,110.0,5.6,924,2011,8,31,Summer,Paul W.S. Anderson,0,Adventure
85000000,en,56.257411,91.0,6.8,2566,2012,9,20,Fall,Genndy Tartakovsky,1,Animation
85000000,en,29.21998,107.0,6.6,1449,2007,11,20,Fall,Kevin Lima,1,Comedy
85000000,en,34.773106,115.0,6.3,1345,2012,2,9,Winter,Daniel Espinosa,1,Action
85000000,en,9.895061,100.0,5.1,313,2000,10,7,Fall,Kevin Lima,1,Comedy
75000000,en,36.743324,104.0,5.8,932,2011,11,2,Fall,Brett Ratner,1,Action
85000000,en,44.967453,136.0,6.7,1225,2006,12,8,Winter,Nancy Meyers,1,Comedy
90000000,en,41.207568,132.0,6.7,1240,1998,11,20,Fall,Tony Scott,1,Action
85000000,en,16.479851,121.0,6.2,360,2009,12,23,Winter,Nancy Meyers,1,Comedy
85000000,en,42.069993,122.0,6.5,1999,2007,6,7,Summer,Steven Soderbergh,1,Crime
85000000,en,26.61951,83.0,6.1,656,2006,9,29,Fall,Jill Culton,1,Adventure
85000000,en,80.316463,139.0,6.9,4663,2014,3,14,Spring,Neil Burger,1,Adventure
68000000,en,41.273567,131.0,7.2,999,2001,3,13,Spring,Jean-Jacques Annaud,0,War
85000000,en,24.107835,104.0,6.4,514,2003,9,26,Fall,Peter Berg,0,Adventure
85000000,en,32.044191,130.0,6.1,712,1993,6,18,Summer,John McTiernan,0,Adventure
85000000,en,16.595874,145.0,7.3,652,2005,12,6,Winter,Rob Marshall,0,Drama
85000000,en,8.282876,104.0,6.1,1705,2006,6,3,Summer,Justin Lin,0,Action
90000000,en,36.069611,178.0,6.9,1147,1998,11,12,Fall,Martin Brest,0,Fantasy
85000000,en,18.827753,108.0,5.5,427,2002,2,6,Winter,Andrew Davis,0,Action
85000000,en,48.126297,106.0,5.5,1114,2012,3,15,Spring,Tarsem Singh,1,Adventure
60000000,en,38.885195,112.0,7.2,2126,2010,7,27,Summer,Edgar Wright,0,Action
60000000,en,29.211255,136.0,5.4,516,2003,3,28,Spring,Jon Amiel,0,Action
84000000,en,17.783361,106.0,4.7,332,2000,7,27,Summer,Peter Segal,0,Fantasy
84000000,en,31.435539,88.0,5.4,820,2002,6,14,Summer,Raja Gosnell,1,Mystery
50000000,en,57.673932,95.0,6.6,1940,2012,9,7,Fall,Pete Travis,0,Action
82500000,en,41.176631,107.0,6.0,2104,2006,6,22,Summer,Frank Coraci,1,Comedy
8000000,en,13.661289,120.0,6.7,226,1982,11,12,Fall,George A. Romero,1,Horror
85000000,en,11.77398,82.0,4.9,119,2010,7,30,Summer,Brad Peyton,0,Comedy
85000000,en,21.218,88.0,5.9,1799,2008,2,10,Winter,Doug Liman,1,Adventure
85000000,en,58.57976,120.0,6.5,1527,2008,7,11,Summer,Guillermo del Toro,0,Adventure
65000000,en,51.970905,157.0,7.3,2023,2007,3,2,Spring,David Fincher,0,Crime
82000000,en,18.447479,123.0,5.7,595,2000,11,17,Fall,Roger Spottiswoode,0,Science Fiction
80000000,en,109.684788,101.0,6.4,3012,2003,5,23,Spring,Tom Shadyac,1,Fantasy
80000000,en,77.580661,103.0,6.0,2926,2010,8,3,Summer,Sylvester Stallone,1,Thriller
80000000,en,75.290998,110.0,6.7,2631,1996,5,22,Spring,Brian De Palma,1,Adventure
75000000,en,68.550698,142.0,6.9,9455,2012,3,12,Spring,Gary Ross,1,Science Fiction
80000000,en,58.040149,102.0,6.2,3739,2011,5,25,Spring,Todd Phillips,1,Comedy
80000000,en,59.113174,126.0,6.6,1673,1992,6,19,Summer,Tim Burton,1,Action
80000000,en,36.32705,83.0,6.3,1074,2006,4,22,Spring,Karey Kirkpatrick,1,Comedy
80000000,en,55.659988,85.0,7.1,1314,2002,6,21,Summer,Chris Sanders,0,Animation
85000000,en,14.132583,97.0,5.8,288,2006,12,15,Winter,Gary Winick,0,Comedy
75000000,en,34.070054,120.0,5.9,855,1998,5,8,Spring,Mimi Leder,0,Action
82000000,en,26.065735,113.0,6.2,785,2005,5,19,Spring,Peter Segal,1,Comedy
75000000,en,23.473004,87.0,5.4,484,2011,12,14,Winter,Mike Mitchell,1,Comedy
80000000,en,45.589568,100.0,5.8,1155,2013,7,11,Summer,Dennis Dugan,1,Comedy
80000000,en,23.496054,110.0,6.0,1051,2008,6,19,Summer,Peter Segal,1,Action
80000000,en,16.939441,128.0,6.3,410,2003,12,12,Winter,Nancy Meyers,1,Drama
80000000,en,81.914696,138.0,7.8,6336,2010,2,18,Winter,Martin Scorsese,1,Drama
80000000,en,19.500893,88.0,5.3,331,2008,11,26,Fall,Seth Gordon,1,Comedy
75000000,en,29.558157,91.0,6.0,1333,2005,3,10,Spring,Chris Wedge,1,Animation
80000000,en,46.075037,138.0,6.8,1583,1997,6,27,Summer,John Woo,1,Action
80000000,en,23.531721,99.0,5.9,901,2008,12,24,Winter,Adam Shankman,1,Fantasy
80000000,en,49.078546,117.0,7.3,1077,2002,7,12,Summer,Sam Mendes,1,Thriller
80000000,en,37.02665,117.0,6.3,1543,2011,2,10,Winter,Dennis Dugan,1,Romance
75000000,en,45.154631,115.0,6.5,1270,1997,6,1,Summer,Simon West,1,Action
80000000,en,46.887983,118.0,6.3,1018,2008,9,25,Fall,D.J. Caruso,1,Mystery
79000000,en,24.598479,154.0,6.7,533,2003,12,24,Winter,Anthony Minghella,1,Drama
80000000,en,32.363538,118.0,6.6,2164,2010,1,14,Winter,Albert Hughes,0,Action
80000000,en,11.50396,93.0,5.3,695,1997,11,26,Fall,Les Mayfield,1,Comedy
80000000,en,19.375768,113.0,5.2,369,1999,7,23,Summer,Jan de Bont,0,Horror
80000000,en,36.125715,88.0,6.5,1288,1996,11,15,Fall,Joe Pytka,1,Animation
80000000,en,41.890722,104.0,5.2,1043,2008,12,10,Winter,Scott Derrickson,1,Drama
75000000,en,22.179658,135.0,6.5,431,1997,8,7,Summer,Richard Donner,0,Action
68000000,en,139.575085,135.0,7.4,3946,2014,10,15,Fall,David Ayer,1,War
70000000,en,18.264635,98.0,5.6,332,1998,6,12,Summer,Ivan Reitman,1,Action
80000000,en,11.187696,80.0,5.2,220,2010,12,11,Winter,Eric Brevig,1,Comedy
80000000,en,41.670544,83.0,7.4,831,2002,5,24,Spring,Kelly Asbury,0,Western
80000000,en,27.46264,102.0,5.3,498,2011,7,6,Summer,Frank Coraci,1,Comedy
80000000,en,17.455024,130.0,5.0,388,1998,4,3,Spring,Stephen Hopkins,0,Adventure
80000000,en,21.394281,129.0,6.2,393,2004,7,30,Summer,Jonathan Demme,0,Drama
80000000,en,61.692197,89.0,6.7,1497,2015,9,21,Fall,Genndy Tartakovsky,1,Animation
80000000,en,14.530946,74.0,7.0,292,1999,12,17,Winter,James Algar,0,Animation
80000000,en,25.978555,96.0,5.8,631,2002,3,4,Spring,Simon Wells,0,Science Fiction
102000000,en,36.788745,99.0,6.1,932,2001,6,7,Summer,Dominic Sena,0,Action
75000000,en,31.054334,129.0,5.9,893,2005,10,24,Fall,Martin Campbell,0,Action
85000000,en,21.891078,113.0,6.8,577,1998,10,2,Fall,Vincent Ward,0,Drama
88000000,en,40.138009,118.0,5.6,818,2005,8,26,Summer,Terry Gilliam,0,Adventure
70000000,en,44.090535,106.0,6.1,1509,1996,12,12,Winter,Tim Burton,0,Comedy
80000000,en,36.664991,89.0,5.9,1195,2009,9,24,Fall,Jonathan Mostow,0,Action
80000000,en,18.26121,145.0,6.9,189,2000,12,24,Winter,Roger Donaldson,0,Drama
80000000,en,16.681269,115.0,5.8,378,1996,12,6,Winter,Rob Cohen,0,Action
80000000,en,10.088006,87.0,5.2,133,2013,12,18,Winter,Barry Cook,0,Animation
44000000,en,7.89147,118.0,3.0,255,2000,5,10,Spring,Roger Christian,0,Action
80000000,en,16.715631,90.0,5.6,297,2003,11,14,Fall,Joe Dante,0,Animation
80000000,en,9.357734,112.0,5.1,165,2009,12,3,Winter,Rob Marshall,0,Drama
80000000,en,11.22268,116.0,5.4,318,2003,11,26,Fall,Richard Donner,0,Action
80000000,en,14.564667,177.0,6.1,299,1997,12,25,Winter,Kevin Costner,0,Drama
90000000,en,11.356079,92.0,5.2,305,1998,11,25,Fall,George Miller,0,Adventure
90000000,en,52.612025,106.0,5.7,1316,2015,10,21,Fall,Breck Eisner,0,Fantasy
80000000,en,13.800656,106.0,5.4,267,2000,11,10,Fall,Antony Hoffman,0,Thriller
86000000,en,27.097932,94.0,6.0,639,2006,12,13,Winter,Luc Besson,0,Adventure
80000000,en,7.342892,110.0,4.8,111,2005,5,15,Spring,Peter Hyams,0,Thriller
130000000,en,50.561849,105.0,5.2,1267,2014,2,18,Winter,Paul W.S. Anderson,0,Action
60000000,en,59.248437,135.0,7.7,3009,2001,12,11,Winter,Ron Howard,1,Drama
45000000,en,90.457886,89.0,8.0,5376,1994,6,23,Summer,Roger Allers,1,Family
79000000,en,40.723459,94.0,5.8,1030,2012,1,19,Winter,Brad Peyton,1,Adventure
78000000,en,41.247402,95.0,6.4,915,2013,9,26,Fall,Cody Cameron,1,Animation
78000000,en,10.083905,124.0,6.7,1115,2002,9,29,Fall,Brett Ratner,1,Crime
100000000,en,16.759252,136.0,6.5,318,2004,3,5,Spring,Joe Johnston,0,Western
79000000,en,22.132418,91.0,4.1,604,2011,11,11,Fall,Dennis Dugan,0,Comedy
76000000,en,10.520961,107.0,6.2,2028,2003,6,5,Summer,John Singleton,1,Action
64000000,en,35.384423,92.0,7.6,756,2015,7,29,Summer,Mark Osborne,0,Adventure
80000000,en,15.673154,99.0,5.7,359,2007,8,17,Summer,Oliver Hirschbiegel,0,Science Fiction
76000000,en,8.981427,88.0,3.9,87,2000,6,30,Summer,Des McAnuff,0,Action
75000000,en,31.482872,87.0,5.9,3462,2016,6,18,Summer,Chris Renaud,1,Animation
78000000,en,47.436675,110.0,5.7,1155,2003,7,11,Summer,Stephen Norrington,1,Fantasy
76000000,en,136.886704,98.0,7.0,4637,2013,6,25,Summer,Pierre Coffin,1,Animation
75000000,en,60.442593,145.0,6.7,3260,1996,6,25,Summer,Roland Emmerich,1,Action
73000000,en,2.502487,129.0,6.2,2487,1997,5,23,Spring,Steven Spielberg,1,Adventure
75000000,en,48.110909,86.0,6.6,3237,2005,5,25,Spring,Eric Darnell,1,Family
76000000,en,35.387874,109.0,7.4,2071,2006,9,22,Fall,Alfonso Cuarón,0,Drama
75000000,en,4.66891,104.0,6.8,4097,2000,7,13,Summer,Bryan Singer,1,Adventure
75000000,en,73.82289,110.0,6.4,2528,2008,6,19,Summer,Timur Bekmambetov,1,Action
75000000,en,51.469576,136.0,6.9,1456,1996,6,6,Summer,Michael Bay,1,Action
80000000,en,85.115058,91.0,6.5,2951,2006,3,23,Spring,Carlos Saldanha,1,Animation
75000000,en,61.437586,99.0,6.6,2105,2004,2,13,Winter,Peter Segal,1,Comedy
50000000,en,31.160542,117.0,6.5,709,2007,7,13,Summer,Adam Shankman,0,Family
80000000,en,15.761384,114.0,4.7,183,2004,8,20,Summer,Renny Harlin,0,Horror
75000000,en,71.124686,115.0,7.3,5487,2013,5,29,Spring,Louis Leterrier,0,Thriller
80000000,en,38.864027,102.0,6.0,1705,2010,6,24,Summer,Dennis Dugan,1,Comedy
60000000,en,57.753914,128.0,7.0,1910,2004,6,17,Summer,Steven Spielberg,1,Comedy
35000000,en,13.25753,100.0,5.7,202,2009,1,16,Winter,Thor Freudenthal,1,Comedy
75000000,en,13.318744,124.0,5.9,283,2000,12,8,Winter,Martin Campbell,1,Action
75000000,en,18.70031,102.0,6.5,338,2007,12,19,Winter,Mike Nichols,0,Comedy
75000000,en,47.094369,90.0,5.8,1557,2004,9,20,Fall,Vicky Jenson,1,Animation
70000000,en,14.486311,134.0,6.6,284,2006,12,25,Winter,Bill Condon,1,Drama
53000000,en,18.61472,118.0,5.4,292,2005,3,4,Spring,F. Gary Gray,0,Comedy
70000000,en,29.035222,164.0,6.9,696,2005,12,22,Winter,Steven Spielberg,0,Drama
70000000,en,27.055085,121.0,6.4,573,2003,3,7,Spring,Antoine Fuqua,0,Action
75000000,en,23.004607,100.0,5.7,772,2010,6,4,Summer,Robert Luketic,0,Action
75000000,en,48.744209,116.0,7.1,2265,2015,8,13,Summer,Guy Ritchie,0,Comedy
80000000,en,14.209329,130.0,5.8,369,2004,12,17,Winter,James L. Brooks,0,Comedy
75000000,en,36.368839,91.0,6.3,874,2006,7,21,Summer,Gil Kenan,0,Animation
75000000,en,24.353302,123.0,6.2,302,2001,10,12,Fall,Barry Levinson,0,Action
55000000,en,19.143321,134.0,5.9,311,1995,7,7,Summer,Jerry Zucker,1,Action
75000000,en,37.917002,110.0,5.7,880,2011,11,10,Fall,Tarsem Singh,1,Fantasy
52000000,en,23.663713,113.0,6.2,512,2005,3,9,Spring,Florent-Emilio Siri,0,Mystery
75000000,en,14.44381,94.0,6.3,313,2000,6,16,Summer,Gary Goldman,0,Animation
75000000,en,10.605084,116.0,5.0,166,2003,6,9,Summer,Ron Shelton,0,Action
75000000,en,11.873856,99.0,6.1,221,1998,10,23,Fall,Paul W.S. Anderson,0,Action
75000000,en,8.098369,93.0,4.3,78,2001,2,23,Winter,Henry Selick,0,Adventure
45000000,en,20.374308,113.0,5.7,276,2004,12,17,Winter,John Moore,0,Action
75000000,en,42.006908,106.0,6.9,1946,2000,11,13,Fall,M. Night Shyamalan,1,Science Fiction
74000000,en,875.581305,91.0,6.4,4571,2015,6,17,Summer,Kyle Balda,1,Family
82000000,en,39.127082,110.0,5.9,1623,2011,3,24,Spring,Zack Snyder,0,Action
73000000,en,20.790703,98.0,5.8,327,1998,8,7,Summer,Brian De Palma,0,Crime
75000000,en,18.65988,134.0,5.8,476,1998,2,13,Winter,Barry Levinson,0,Science Fiction
73000000,en,45.720894,97.0,5.9,1022,2016,5,11,Spring,Fergal Reilly,1,Family
70000000,en,21.789615,112.0,5.4,444,2008,2,7,Winter,Andy Tennant,0,Romance
75000000,en,20.199057,146.0,5.7,390,2009,7,31,Summer,Judd Apatow,0,Comedy
70000000,en,26.123705,110.0,6.5,513,2007,8,22,Summer,Peter Berg,0,Thriller
72500000,en,12.599836,116.0,6.2,491,2006,8,4,Summer,Adam McKay,1,Comedy
70000000,en,13.543053,87.0,4.9,410,2001,6,22,Summer,Steve Carr,1,Comedy
72000000,en,60.722162,177.0,7.7,3336,1995,5,24,Spring,Mel Gibson,1,Action
72000000,en,32.227223,125.0,6.6,765,2005,11,4,Fall,Sam Mendes,0,Drama
75000000,en,46.875375,87.0,6.9,2264,2007,7,25,Summer,David Silverman,1,Animation
72000000,en,11.215702,152.0,6.6,188,2001,12,21,Winter,Frank Darabont,0,Drama
94000000,en,8.468586,116.0,4.5,179,2001,4,27,Spring,Renny Harlin,0,Action
74500000,en,8.884318,109.0,6.9,180,2004,4,7,Spring,Jean-Jacques Annaud,0,Adventure
60000000,en,27.491891,108.0,6.2,1071,2004,7,30,Summer,M. Night Shyamalan,1,Drama
71000000,en,21.462935,85.0,5.4,686,1998,6,22,Summer,Betty Thomas,1,Comedy
72000000,en,28.848187,106.0,6.4,1599,2002,8,2,Summer,M. Night Shyamalan,1,Drama
150000000,en,47.320801,93.0,6.7,2988,2004,5,19,Spring,Andrew Adamson,1,Adventure
120000000,en,82.643036,117.0,6.6,3877,2006,6,8,Summer,John Lasseter,1,Animation
70000000,en,20.230535,116.0,5.7,455,1999,7,30,Summer,Garry Marshall,1,Comedy
70000000,en,46.217769,124.0,5.8,1424,2002,8,9,Summer,Rob Cohen,1,Action
74000000,en,36.952268,93.0,5.8,719,2015,2,5,Winter,Paul Tibbitt,1,Animation
80000000,en,16.411345,117.0,6.4,470,1996,11,8,Fall,Ron Howard,1,Action
70000000,en,72.595961,153.0,7.9,6430,2009,8,18,Summer,Quentin Tarantino,1,Drama
70000000,en,33.648404,144.0,6.6,1532,1991,12,11,Winter,Steven Spielberg,1,Adventure
70000000,en,57.69847,124.0,6.6,1896,1990,7,2,Summer,Renny Harlin,1,Action
80000000,en,34.052253,117.0,5.8,770,2003,8,8,Summer,Clark Johnson,0,Action
68000000,en,27.299301,136.0,6.5,1078,2001,12,10,Winter,Cameron Crowe,1,Drama
75000000,en,20.219385,110.0,5.3,409,2006,7,21,Summer,M. Night Shyamalan,0,Drama
70000000,en,42.957216,101.0,5.5,1217,2004,8,12,Summer,Paul W.S. Anderson,1,Adventure
75000000,en,29.412262,88.0,5.4,666,2009,12,21,Winter,Betty Thomas,1,Comedy
75000000,en,19.708731,138.0,6.7,521,2002,3,1,Spring,Randall Wallace,0,Action
70000000,en,59.428223,120.0,6.2,2981,2013,3,20,Spring,Antoine Fuqua,1,Action
70000000,en,19.711951,103.0,6.3,391,1998,12,10,Winter,Jonathan Frakes,0,Science Fiction
70000000,en,49.199234,116.0,5.5,1448,2011,3,8,Spring,Jonathan Liebesman,1,Action
70000000,en,46.199482,125.0,7.6,1994,2003,12,25,Winter,Tim Burton,0,Adventure
66000000,en,29.505574,146.0,7.0,992,2011,12,25,Winter,Steven Spielberg,1,Drama
70000000,en,43.873266,118.0,5.8,1523,2014,1,24,Winter,George Clooney,1,War
70000000,en,24.961625,139.0,7.1,808,1989,8,9,Summer,James Cameron,0,Adventure
70000000,en,23.25645,133.0,5.8,493,2010,9,2,Fall,Oliver Stone,0,Drama
70000000,en,64.457947,92.0,6.2,2389,2014,10,1,Fall,Gary Shore,1,Horror
70000000,en,20.089933,116.0,6.0,352,1998,11,6,Fall,Edward Zwick,0,Drama
70000000,en,48.032734,127.0,7.1,1184,2007,8,9,Summer,Matthew Vaughn,0,Adventure
70000000,en,16.92991,136.0,7.0,630,1997,9,12,Fall,Jean-Jacques Annaud,0,Adventure
70000000,en,14.780634,111.0,5.2,304,2011,1,13,Winter,Ron Howard,0,Comedy
70000000,en,14.086292,116.0,5.4,228,2002,6,7,Summer,Joel Schumacher,0,Action
60000000,en,29.261348,105.0,5.0,609,2005,10,20,Fall,Andrzej Bartkowiak,0,Adventure
70000000,en,13.267631,97.0,5.2,269,2002,10,31,Fall,Betty Thomas,0,Action
70000000,en,58.401204,88.0,6.1,1862,2012,1,19,Winter,Måns Mårlind,1,Fantasy
75000000,en,23.515938,123.0,6.0,385,2012,6,13,Summer,Adam Shankman,0,Comedy
